Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.20366279F	chr6:20258300	6	20258300	-	Open sea	0.01728	0.0025	7.48e-12	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg05197191	chr6:15246420	6	15246420	JARID2	South shore	0.02533	0.0037	8.54e-12	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg27250759	chr6:20401608	6	20401608	E2F3	North shore	0.0133	0.002	9.96e-12	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13329912	chr6:16215786	6	16215786	-	Open sea	0.01163	0.0017	1.15e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06213964	chr6:21665905	6	21665905	FLJ22536	Island	0.01575	0.0023	1.57e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg21091119	chr6:18265099	6	18265099	DEK	Island	0.0051	8e-04	1.97e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg02043994	chr6:15244878	6	15244878	-	Island	0.0166	0.0025	2.53e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14645856	chr6:18368844	6	18368844	-	Open sea	0.03946	0.0059	2.55e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14385438	chr6:15663468	6	15663468	DTNBP1	South shore	0.00982	0.0015	2.59e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg05356998	chr6:15547383	6	15547383	DTNBP1	Open sea	-0.04551	0.0069	3.47e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg08407620	chr6:24743861	6	24743861	-	Open sea	-0.01819	0.0028	4.6e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg07904452	chr6:22892738	6	22892738	-	Open sea	0.02702	0.0041	4.78e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.609614F	chr6:24693000	6	24693000	ACOT13	Open sea	0.02872	0.0044	5.07e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg02758155	chr6:24775011	6	24775011	GMNN	North shore	0.01496	0.0023	5.3e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23148651	chr6:21593857	6	21593857	SOX4	North shore	0.02171	0.0033	5.91e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg16954204	chr6:20212978	6	20212978	MBOAT1	Island	0.00796	0.0012	7.05e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg20410109	chr6:16330154	6	16330154	ATXN1	South shore	-0.00966	0.0015	7.14e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18363568	chr6:20402099	6	20402099	E2F3	Island	0.00668	0.001	7.26e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg26531923	chr6:24646364	6	24646364	KIAA0319	Island	0.01139	0.0018	9.47e-11	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg01343313	chr6:15736169	6	15736169	-	Open sea	0.02142	0.0033	1.01e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg24272514	chr6:16760725	6	16760725	ATXN1	Island	0.00796	0.0012	1.04e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg21397480	chr6:15246396	6	15246396	JARID2	South shore	0.00745	0.0012	1.11e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg12215484	chr6:21231537	6	21231537	CDKAL1	Open sea	-0.04409	0.0068	1.14e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06047828	chr6:15245231	6	15245231	JARID2	Island	0.00803	0.0012	1.2e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18152712	chr6:20401723	6	20401723	E2F3	North shore	0.00752	0.0012	1.45e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.21652857R	chr6:21544878	6	21544878	-	Open sea	0.00935	0.0015	1.57e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg26922444	chr6:24911204	6	24911204	FAM65B	Island	0.01033	0.0016	1.61e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23167585	chr6:20401190	6	20401190	E2F3	North shore	0.00846	0.0013	1.68e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11731414	chr6:16739907	6	16739907	ATXN1	Open sea	-0.01172	0.0018	2.02e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18514573	chr6:21610423	6	21610423	-	Open sea	-0.00612	0.001	2.35e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg27300238	chr6:21595173	6	21595173	SOX4	Island	0.00483	8e-04	2.81e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg13392422	chr6:17032554	6	17032554	-	Open sea	-0.01258	0.002	3.09e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg14840502	chr6:22623897	6	22623897	-	Open sea	-0.02946	0.0047	3.11e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11076890	chr6:24666985	6	24666985	ACOT13;TTRAP	Island	0.00455	7e-04	3.26e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg25338254	chr6:15245798	6	15245798	JARID2	Island	0.00853	0.0014	3.74e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00381411	chr6:17282065	6	17282065	RBM24	Island	0.00857	0.0014	3.87e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg05303408	chr6:20534748	6	20534748	CDKAL1	Open sea	0.02863	0.0046	3.87e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23329241	chr6:16523472	6	16523472	ATXN1	Open sea	-0.00966	0.0016	4.61e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00513411	chr6:21586262	6	21586262	-	North shore	-0.01833	0.003	5.41e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.573831F	chr6:22835108	6	22835108	-	Open sea	0.01526	0.0025	5.48e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg23954922	chr6:17101738	6	17101738	-	North shore	0.01646	0.0027	6.43e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg20857372	chr6:15524714	6	15524714	DTNBP1	Open sea	-0.00986	0.0016	6.93e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04939919	chr6:16206931	6	16206931	-	Open sea	0.02601	0.0042	7.67e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg09108797	chr6:24403136	6	24403136	MRS2	Island	0.00574	9e-04	7.85e-10	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18966495	chr6:22222737	6	22222737	-	Open sea	-0.02377	0.0039	1.02e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg02264288	chr6:18990796	6	18990796	-	Open sea	0.01046	0.0017	1.05e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg21255880	chr6:17033543	6	17033543	-	Open sea	-0.0127	0.0021	1.1e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg08625851	chr6:21593968	6	21593968	SOX4	North shore	0.00866	0.0014	1.13e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06764152	chr6:15482789	6	15482789	JARID2	Open sea	-0.04466	0.0074	1.29e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11342670	chr6:24583848	6	24583848	KIAA0319	Open sea	0.02795	0.0046	1.51e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg24342628	chr6:18155101	6	18155101	KDM1B;TPMT	North shore	0.00781	0.0013	1.53e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.614588F	chr6:24874614	6	24874614	FAM65B	Open sea	0.01134	0.0019	1.62e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11780382	chr6:24719812	6	24719812	C6orf62	North shore	0.00975	0.0016	1.63e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg16762581	chr6:21589299	6	21589299	-	South shore	0.00721	0.0012	1.63e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	ch.6.499655F	chr6:19860052	6	19860052	-	Open sea	0.03728	0.0062	1.77e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg04767522	chr6:17980388	6	17980388	KIF13A	Open sea	-0.03926	0.0065	1.97e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00682125	chr6:20999098	6	20999098	CDKAL1	Open sea	-0.01901	0.0032	2.08e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06076692	chr6:16736892	6	16736892	ATXN1	Open sea	-0.01782	0.003	2.28e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg12174390	chr6:16266723	6	16266723	GMPR	Open sea	-0.01574	0.0026	2.36e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00344870	chr6:16761174	6	16761174	ATXN1	Island	0.00571	0.001	2.57e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg07109965	chr6:16401143	6	16401143	ATXN1	Open sea	-0.01917	0.0032	2.62e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg21561142	chr6:18265208	6	18265208	DEK	South shore	0.01307	0.0022	2.74e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg12556823	chr6:21023485	6	21023485	CDKAL1	Open sea	-0.01721	0.0029	3.3e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg00454044	chr6:18275885	6	18275885	-	North shore	-0.01502	0.0025	3.63e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg22469020	chr6:24240935	6	24240935	DCDC2	Open sea	-0.02039	0.0035	3.77e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18569864	chr6:15509337	6	15509337	JARID2	Open sea	-0.01572	0.0027	3.79e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg11900861	chr6:21666666	6	21666666	FLJ22536	Island	0.00905	0.0015	3.82e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg06170053	chr6:21596959	6	21596959	SOX4	Island	0.00543	9e-04	3.91e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg16313640	chr6:24859863	6	24859863	FAM65B	Open sea	-0.01177	0.002	3.97e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg20365336	chr6:16986186	6	16986186	-	Open sea	0.01253	0.0021	4.18e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg10086104	chr6:21666569	6	21666569	FLJ22536	North shore	0.00992	0.0017	4.53e-09	-
Liu Y	-	23334450	2013-01-20	Rheumatoid arthritis	EFO_0000685	-	Table S3	DNA methylation	Rheumatoid arthritis	Age, sex, smoking and cell counts	Beta values	-	Illumina HumanMethylation450	Whole blood	-	691	1	354 cases, 337 controls	51.9	197	494	691	-	-	-	-	-	cg18593303	chr6:16746693	6	16746693	ATXN1	Open sea	-0.01458	0.0025	4.83e-09	-
